30.802355,79.597879,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
29.823496,81.113238,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
28.864856,82.619142,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
27.927284,84.115252,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
27.011672,85.601203,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
26.118954,87.076600,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
25.250111,88.541019,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
24.406170,89.994003,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
23.588204,91.435064,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
22.797338,92.863680,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
22.034744,94.279293,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
21.301646,95.681307,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
20.599317,97.069091,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
19.929083,98.441969,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
19.292322,99.799225,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
18.690462,101.140100,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
18.124977,102.463785,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
17.597394,103.769425,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
17.109280,105.056116,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
16.662248,106.322900,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
16.257942,107.568765,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
15.898043,108.792644,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
15.584251,109.993414,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
15.318284,111.169892,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
15.101862,112.320838,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
14.936699,113.444949,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
14.824486,114.540867,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
14.766876,115.607172,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
14.765463,116.642390,75.903608,76.047872,40.394305,59.035964,40.394305,59.035964
